,Scheme,Category,Type,Benchmark,Net_Asset_Value(Rs.),CAGR% 6 Months,CAGR% 1 Year,CAGR% 3 Year,Min. Invest(Rs.),Exp. Ratio(%),SIP Min. Inv.(Rs.)
772,DSP Equity Savings Fund-Reg(G), Hybrid - Equity Savings, Open ended, NIFTY 50 Equity Savings Index - TRI, 16.72,3.77,7.84,6.37,"1,000.00",1.45,"1,000.00"
773,DSP Equity Savings Fund-Reg(IDCW), Hybrid - Equity Savings, Open ended, NIFTY 50 Equity Savings Index - TRI, 12.56,3.78,7.84,6.25,"1,000.00",1.45,"1,000.00"
774,Baroda BNP Paribas Arbitrage Fund-Reg(G), Hybrid - Arbitrage Fund, Open ended, Nifty 50 Arbitrage, 13.62,4.08,4.01,4.87,"5,000.00",1.1,"1,000.00"
775,Baroda BNP Paribas Arbitrage Fund-Reg(IDCW), Hybrid - Arbitrage Fund, Open ended, Nifty 50 Arbitrage, 10.84,4.09,3.97,4.59,"5,000.00",1.1,"1,000.00"
776,IIFL Liquid Fund-Reg(W-IDCW Reinv), Debt - Liquid Fund, Open ended, N/A," 1,005.34",5.05,3.68,4.01,"5,000.00",0.25,"1,000.00"
777,Baroda BNP Paribas Low Duration Fund(DD-IDCW), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index, 10.06,5.27,3.84,4.44,"5,000.00",1.02,"1,000.00"
778,Baroda BNP Paribas Low Duration Fund(G), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index, 34.06,5.27,3.92,4.64,"5,000.00",1.02,"1,000.00"
779,Baroda BNP Paribas Low Duration Fund(M-IDCW), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index, 10.27,5.30,3.60,4.20,"5,000.00",1.02,"1,000.00"
780,Baroda BNP Paribas Low Duration Fund(W-IDCW), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index, 10.01,5.27,3.85,4.46,"5,000.00",1.02,"1,000.00"
781,Aditya Birla SL Dynamic Bond Fund-Reg(G), Debt - Dynamic Bond, Open ended, NIFTY Composite Debt Index, 38.32,5.09,6.34,6.24,"1,000.00",1.19,"1,000.00"
782,Aditya Birla SL Dynamic Bond Fund-Reg(Q-IDCW), Debt - Dynamic Bond, Open ended, NIFTY Composite Debt Index, 10.49,5.09,6.34,6.24,"1,000.00",1.19,"1,000.00"
783,Aditya Birla SL Midcap Fund(IDCW), Equity - Mid Cap Fund, Open ended, Nifty Midcap 150 - TRI, 38.89,-1.70,15.54,6.90,"1,000.00",2.06,"1,000.00"
784,Aditya Birla SL Midcap Fund(G), Equity - Mid Cap Fund, Open ended, Nifty Midcap 150 - TRI, 454.38,-1.70,15.86,7.23,"1,000.00",2.06,"1,000.00"
785,Aditya Birla SL Regular Savings Fund(M-IDCW), Hybrid - Conservative Hybrid Fund, Open ended, CRISIL Hybrid 85+15 - Conservative Index, 15.39,2.96,8.88,5.80,"1,000.00",1.86,"1,000.00"
786,Aditya Birla SL Regular Savings Fund(G), Hybrid - Conservative Hybrid Fund, Open ended, CRISIL Hybrid 85+15 - Conservative Index, 52.86,2.96,8.98,6.70,"1,000.00",1.86,"1,000.00"
787,Aditya Birla SL Regular Savings Fund(Payment), Hybrid - Conservative Hybrid Fund, Open ended, CRISIL Hybrid 85+15 - Conservative Index, 52.86,2.96,8.98,6.70,"1,000.00",1.86,"1,000.00"
788,Aditya Birla SL Low Duration Fund(G), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index, 557.19,5.44,4.51,5.01,"1,000.00",1.22,"1,000.00"
789,Aditya Birla SL Low Duration Fund(W-IDCW), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index, 100.50,5.44,4.48,4.89,"1,000.00",1.22,"1,000.00"
790,Aditya Birla SL Small Cap Fund(IDCW), Equity - Small cap Fund, Open ended, S&P BSE 250 Small Cap - TRI, 26.13,-2.31,16.86,3.80,"1,000.00",2.07,"1,000.00"
791,Aditya Birla SL Small Cap Fund(G), Equity - Small cap Fund, Open ended, S&P BSE 250 Small Cap - TRI, 51.46,-2.31,16.86,3.94,"1,000.00",2.07,"1,000.00"
792,HSBC Gilt Fund-Reg(G), Debt - Gilt Fund, Open ended, Nifty All Duration G-Sec Index, 56.18,3.69,3.04,3.97,"5,000.00",1.7,"1,000.00"
793,HSBC Gilt Fund-Reg(Q-IDCW), Debt - Gilt Fund, Open ended, Nifty All Duration G-Sec Index, 11.11,3.68,3.04,3.78,"5,000.00",1.7,"1,000.00"
794,DSP Bond Fund-Reg(IDCW), Debt - Medium Duration Fund, Open ended, CRISIL Medium Term Debt Index, 11.53,4.74,3.08,4.76,"1,000.00",0.8,"1,000.00"
795,DSP Bond Fund-Reg(G), Debt - Medium Duration Fund, Open ended, CRISIL Medium Term Debt Index, 67.96,4.74,3.08,4.76,"1,000.00",0.8,"1,000.00"
796,DSP Bond Fund-Reg(M-IDCW Reinv), Debt - Medium Duration Fund, Open ended, CRISIL Medium Term Debt Index, 11.03,4.74,3.08,4.61,"1,000.00",Nil,N/A
797,DSP Top 100 Equity Fund-Reg(IDCW), Equity - Large Cap Fund, Open ended, S&P BSE 100 - TRI, 21.19,3.89,8.87,7.54,"1,000.00",2.09,"1,000.00"
798,DSP Top 100 Equity Fund-Reg(G), Equity - Large Cap Fund, Open ended, S&P BSE 100 - TRI, 295.96,3.89,8.87,8.12,"1,000.00",2.09,"1,000.00"
799,PGIM India Short Duration Fund(G), Debt - Short Duration Fund, Open ended, N/A, 37.86,4.84,3.46,4.49,"5,000.00",1.29,"1,000.00"
800,PGIM India Short Duration Fund(M-IDCW), Debt - Short Duration Fund, Open ended, N/A, 11.52,4.84,3.46,4.40,"5,000.00",1.29,"1,000.00"
801,HSBC ELSS Fund-Reg(IDCW), Equity - ELSS, Open ended, NIFTY 500 - TRI, 24.06,1.54,11.86,6.78,"1,000.00",1.98,"1,000.00"
802,HSBC ELSS Fund-Reg(G), Equity - ELSS, Open ended, NIFTY 500 - TRI, 79.98,1.52,11.87,7.07,"1,000.00",1.98,"1,000.00"
803,ICICI Pru Long Term Bond Fund(G), Debt - Long Duration Fund, Open ended, NIFTY Long Duration Debt Index, 73.75,5.79,2.11,3.22,"5,000.00",2,"1,000.00"
804,ICICI Pru Long Term Bond Fund(Q-IDCW), Debt - Long Duration Fund, Open ended, NIFTY Long Duration Debt Index, 12.24,5.78,2.11,3.13,"5,000.00",2,"1,000.00"
805,JM Medium to Long Duration Fund-Reg(Q-IDCW), Debt - Medium to Long Duration Fund, Open ended, CRISIL Medium to Long Term Debt Index, 17.61,3.71,1.13,3.57,"5,000.00",1.03,"1,000.00"
806,JM Medium to Long Duration Fund-Reg(G), Debt - Medium to Long Duration Fund, Open ended, CRISIL Medium to Long Term Debt Index, 51.80,3.71,1.13,3.57,"5,000.00",1.03,"1,000.00"
807,JM Medium to Long Duration Fund-Reg(B), Debt - Medium to Long Duration Fund, Open ended, CRISIL Medium to Long Term Debt Index, 21.19,3.71,1.13,3.57,"5,000.00",Nil,N/A
808,JM Low Duration Fund(DD-IDCW), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index, 10.82,5.17,4.34,10.71,"5,000.00",0.79,"1,000.00"
809,JM Low Duration Fund(FN-IDCW), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index, 11.08,5.17,4.34,10.70,"5,000.00",0.79,"1,000.00"
810,JM Low Duration Fund(G), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index, 31.38,5.17,4.34,10.69,"5,000.00",0.79,"1,000.00"
811,JM Low Duration Fund(W-IDCW), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index, 11.41,5.17,4.34,10.68,"5,000.00",0.79,"1,000.00"
812,LIC MF Liquid Fund-Reg(DD-IDCW), Debt - Liquid Fund, Open ended, N/A," 1,000.10",5.09,4.05,4.38,"5,000.00",0.3,"1,000.00"
813,LIC MF Liquid Fund-Reg(G), Debt - Liquid Fund, Open ended, N/A," 4,005.68",5.12,4.13,5.20,"5,000.00",0.3,"1,000.00"
814,LIC MF Savings Fund(M-IDCW), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index, 11.59,5.06,4.07,4.69,"5,000.00",0.83,"1,000.00"
815,LIC MF Savings Fund(G), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index, 33.61,5.06,4.07,4.75,"5,000.00",0.83,"1,000.00"
816,Sundaram Liquid Fund(DD-IDCW), Debt - Liquid Fund, Open ended, Nifty Liquid Fund Index," 1,000.89",5.20,3.92,2.92,"1,000.00",0.28,"1,000.00"
817,Sundaram Liquid Fund(G), Debt - Liquid Fund, Open ended, Nifty Liquid Fund Index," 1,955.19",5.21,3.98,3.18,"1,000.00",0.28,"1,000.00"
818,Sundaram Liquid Fund(M-IDCW), Debt - Liquid Fund, Open ended, Nifty Liquid Fund Index," 1,029.48",4.81,3.77,2.82,"1,000.00",0.28,"1,000.00"
819,Sundaram Liquid Fund(W-IDCW), Debt - Liquid Fund, Open ended, Nifty Liquid Fund Index," 1,007.69",5.21,3.93,2.92,"1,000.00",0.28,"1,000.00"
820,Sundaram Low Duration Fund(DD-IDCW), Debt - Low Duration Fund, Open ended, NIFTY Low Duration Debt Index," 1,004.22",5.59,4.45,4.10,"1,000.00",1.28,"1,000.00"
821,Sundaram Low Duration Fund(G), Debt - Low Duration Fund, Open ended, NIFTY Low Duration Debt Index," 2,941.35",5.59,4.46,4.10,"1,000.00",1.28,"1,000.00"
822,Sundaram Low Duration Fund(M-IDCW), Debt - Low Duration Fund, Open ended, NIFTY Low Duration Debt Index," 1,090.43",5.59,4.46,4.10,"1,000.00",1.28,"1,000.00"
823,Sundaram Low Duration Fund(W-IDCW), Debt - Low Duration Fund, Open ended, NIFTY Low Duration Debt Index," 1,004.41",5.59,4.46,4.10,"1,000.00",1.28,"1,000.00"
824,Sundaram Short Duration Fund(M-IDCW), Debt - Short Duration Fund, Open ended, Nifty Short Duration Debt Index, 12.89,5.36,3.68,5.16,"5,000.00",0.93,"1,000.00"
825,Sundaram Short Duration Fund(G), Debt - Short Duration Fund, Open ended, Nifty Short Duration Debt Index, 37.05,5.36,3.68,5.15,"5,000.00",0.93,"1,000.00"
826,Nippon India Ultra Short Duration Fund(DD-IDCW), Debt - Ultra Short Duration Fund, Open ended, NIFTY Ultra Short Duration Debt Index," 1,114.15",5.58,4.83,5.62,"10,000.00",1.18,"10,000.00"
827,Nippon India Ultra Short Duration Fund(G), Debt - Ultra Short Duration Fund, Open ended, NIFTY Ultra Short Duration Debt Index," 3,422.18",5.58,4.79,5.61,"1,000.00",1.18,"1,000.00"
828,Nippon India Ultra Short Duration Fund(W-IDCW), Debt - Ultra Short Duration Fund, Open ended, NIFTY Ultra Short Duration Debt Index," 1,092.73",5.58,4.79,5.61,"5,000.00",1.18,"1,000.00"
829,Nippon India Dynamic Bond(IDCW), Debt - Dynamic Bond, Open ended, CRISIL Dynamic Debt Index, 20.68,5.50,2.79,4.80,"5,000.00",0.72,"1,000.00"
830,Nippon India Dynamic Bond(G), Debt - Dynamic Bond, Open ended, CRISIL Dynamic Debt Index, 30.74,5.50,2.79,4.80,"5,000.00",0.72,"1,000.00"
831,Nippon India Equity Hybrid Fund(G), Hybrid - Aggressive Hybrid Fund, Open ended, CRISIL Hybrid 35+65 - Aggressive Index, 70.07,5.70,9.08,4.98,"1,000.00",2.05,"1,000.00"
832,Nippon India Credit Risk Fund(G), Debt - Credit Risk Fund, Open ended, NIFTY Credit Risk Bond Index, 28.74,5.54,3.81,3.53,"1,000.00",1.61,"1,000.00"
833,Nippon India Tax Saver (ELSS) Fund(IDCW), Equity - ELSS, Open ended, NIFTY 500 - TRI, 26.47,3.83,13.63,4.08,"1,000.00",1.76,"1,000.00"
834,Nippon India Tax Saver (ELSS) Fund(G), Equity - ELSS, Open ended, NIFTY 500 - TRI, 79.77,3.83,13.63,4.26,"1,000.00",1.76,"1,000.00"
835,SBI Arbitrage Opportunities Fund-Reg(IDCW), Hybrid - Arbitrage Fund, Open ended, Nifty 50 Arbitrage, 15.01,4.94,4.02,4.59,"5,000.00",0.81,"1,000.00"
836,SBI Arbitrage Opportunities Fund-Reg(G), Hybrid - Arbitrage Fund, Open ended, Nifty 50 Arbitrage, 28.54,4.94,4.06,4.85,"5,000.00",0.81,"1,000.00"
837,IDFC Arbitrage Fund-Reg(M-IDCW), Hybrid - Arbitrage Fund, Open ended, Nifty 50 Arbitrage, 13.04,4.46,3.73,4.44,"1,000.00",1.05,"1,000.00"
838,IDFC Arbitrage Fund-Reg(G), Hybrid - Arbitrage Fund, Open ended, Nifty 50 Arbitrage, 27.48,4.46,3.85,4.76,"1,000.00",1.05,"1,000.00"
839,IDFC Focused Equity Fund-Reg(IDCW), Equity - Focused Fund, Open ended, S&P BSE 500 - TRI, 14.55,-4.17,8.38,5.58,"1,000.00",2.22,"1,000.00"
840,IDFC Focused Equity Fund-Reg(G), Equity - Focused Fund, Open ended, S&P BSE 500 - TRI, 52.04,-4.19,8.67,5.75,"1,000.00",2.22,"1,000.00"
841,Sundaram Medium Term Bond Fund(A-IDCW), Debt - Medium Duration Fund, Open ended, NIFTY Medium Duration Debt Index, 12.13,2.98,0.86,1.90,"5,000.00",2.15,"1,000.00"
842,Sundaram Medium Term Bond Fund(B), Debt - Medium Duration Fund, Open ended, NIFTY Medium Duration Debt Index, 20.38,2.98,0.86,2.35,"5,000.00",2.15,N/A
843,Sundaram Medium Term Bond Fund(Q-IDCW), Debt - Medium Duration Fund, Open ended, NIFTY Medium Duration Debt Index, 12.25,2.98,0.86,2.24,"5,000.00",2.15,"1,000.00"
844,Sundaram Medium Term Bond Fund(G), Debt - Medium Duration Fund, Open ended, NIFTY Medium Duration Debt Index, 59.66,2.98,0.86,2.35,"5,000.00",2.15,"1,000.00"
845,Sundaram Medium Term Bond Fund(H-IDCW), Debt - Medium Duration Fund, Open ended, NIFTY Medium Duration Debt Index, 12.51,2.98,0.86,2.13,"5,000.00",2.15,"1,000.00"
846,Sundaram Small Cap Fund(IDCW), Equity - Small cap Fund, Open ended, Nifty Smallcap 100 - TRI, 23.59,3.11,21.38,6.64,"1,000.00",2.13,"1,000.00"
847,Sundaram Small Cap Fund(G), Equity - Small cap Fund, Open ended, Nifty Smallcap 100 - TRI, 148.63,3.11,21.40,6.98,"1,000.00",2.13,"1,000.00"
848,Tata Treasury Advantage Fund-Reg(DD-IDCW), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index," 1,003.53",5.28,4.42,4.93,"5,000.00",0.59,"1,000.00"
849,Tata Treasury Advantage Fund-Reg(G), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index," 3,318.40",5.31,4.37,4.95,"5,000.00",0.59,"1,000.00"
850,Tata Treasury Advantage Fund-Reg(W-IDCW), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index," 1,008.33",5.28,4.34,4.87,"5,000.00",0.59,"1,000.00"
851,Tata Gilt Securities Fund-Reg(G), Debt - Gilt Fund, Open ended, CRISIL Dynamic Gilt Index, 64.94,4.23,3.45,3.53,"5,000.00",1.72,"1,000.00"
852,Tata Gilt Securities Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, CRISIL Dynamic Gilt Index, 18.00,4.19,3.41,4.04,"5,000.00",1.72,"1,000.00"
853,Tata Money Market Fund-Reg(DD-IDCW), Debt - Money Market Fund, Open ended, CRISIL Money Market Index," 1,114.52",6.13,5.13,4.91,"5,000.00",0.42,"1,000.00"
854,Tata Money Market Fund-Reg(G), Debt - Money Market Fund, Open ended, CRISIL Money Market Index," 3,958.31",6.12,5.14,5.04,"5,000.00",0.42,"1,000.00"
855,Tata Large Cap Fund-Reg(IDCW), Equity - Large Cap Fund, Open ended, NIFTY 100 - TRI, 73.97,2.67,13.38,10.08,"5,000.00",2.17,"1,000.00"
856,Tata Large Cap Fund-Reg(G), Equity - Large Cap Fund, Open ended, NIFTY 100 - TRI, 339.44,2.74,13.41,10.10,"5,000.00",2.17,"1,000.00"
857,Tata ST Bond Fund(G), Debt - Short Duration Fund, Open ended, N/A, 40.34,4.22,3.09,4.62,"5,000.00",1.14,"1,000.00"
858,Tata ST Bond Fund(M-IDCW), Debt - Short Duration Fund, Open ended, N/A, 18.22,4.19,3.05,4.56,"5,000.00",1.14,"1,000.00"
859,Franklin India G-Sec Fund(IDCW), Debt - Gilt Fund, Open ended, Nifty All Duration G-Sec Index, 10.15,3.65,2.64,2.97,"25,000.00",1.02,"1,000.00"
860,Franklin India G-Sec Fund(G), Debt - Gilt Fund, Open ended, Nifty All Duration G-Sec Index, 50.11,3.51,2.57,3.41,"10,000.00",1.02,"1,000.00"
861,Franklin India Corp Debt Fund-A(A-IDCW), Debt - Corporate Bond Fund, Open ended, NIFTY Corporate Bond Index, 17.25,4.64,3.37,3.68,"10,000.00",0.77,"1,000.00"
862,Franklin India Corp Debt Fund-A(G), Debt - Corporate Bond Fund, Open ended, NIFTY Corporate Bond Index, 82.77,4.64,3.37,4.61,"10,000.00",0.77,"1,000.00"
863,Franklin India Corp Debt Fund-A(H-IDCW), Debt - Corporate Bond Fund, Open ended, NIFTY Corporate Bond Index, 13.06,4.64,3.37,4.02,"10,000.00",0.77,"1,000.00"
864,Franklin India Corp Debt Fund-A(M-IDCW), Debt - Corporate Bond Fund, Open ended, NIFTY Corporate Bond Index, 14.85,4.64,3.37,4.22,"10,000.00",0.77,"1,000.00"
865,Franklin India Corp Debt Fund-A(Q-IDCW), Debt - Corporate Bond Fund, Open ended, NIFTY Corporate Bond Index, 12.22,4.64,3.37,4.12,"10,000.00",0.77,"1,000.00"
866,UTI Bond Fund-Reg(G), Debt - Medium to Long Duration Fund, Open ended, NIFTY Medium to Long Term Debt Index, 61.40,5.85,10.84,7.90,"1,000.00",1.63,"1,000.00"
867,UTI Bond Fund-Reg(Q-IDCW), Debt - Medium to Long Duration Fund, Open ended, NIFTY Medium to Long Term Debt Index, 15.77,5.85,10.84,7.90,"20,000.00",1.63,"1,000.00"
868,UTI Ultra Short Term Fund-Reg(W-IDCW), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index," 1,153.77",5.51,4.55,5.31,"20,000.00",0.96,"1,000.00"
869,UTI Ultra Short Term Fund-Reg(G), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index," 3,602.35",5.51,4.55,5.34,"5,000.00",0.96,"1,000.00"
870,UTI Regular Savings Fund-Reg(F-IDCW), Hybrid - Conservative Hybrid Fund, Open ended, NIFTY 50 Hybrid Composite Debt 15:85 Index, 37.31,3.70,8.87,6.07,"5,000.00",1.79,"1,000.00"
871,UTI Regular Savings Fund-Reg(G), Hybrid - Conservative Hybrid Fund, Open ended, NIFTY 50 Hybrid Composite Debt 15:85 Index, 53.80,3.70,8.87,6.71,"5,000.00",1.79,"1,000.00"
872,UTI Regular Savings Fund-Reg(M-IDCW), Hybrid - Conservative Hybrid Fund, Open ended, NIFTY 50 Hybrid Composite Debt 15:85 Index, 15.65,3.70,8.75,5.89,"25,000.00",1.79,"1,000.00"
873,UTI Regular Savings Fund-Reg(MP), Hybrid - Conservative Hybrid Fund, Open ended, NIFTY 50 Hybrid Composite Debt 15:85 Index, 53.83,5.13,10.43,8.33,"25,000.00",1.79,"1,000.00"
874,Invesco India Gilt Fund(G), Debt - Gilt Fund, Open ended, Nifty All Duration G-Sec Index," 2,345.54",4.05,3.49,3.07,"1,000.00",1.25,"1,000.00"
875,Invesco India Gilt Fund(M-IDCW), Debt - Gilt Fund, Open ended, Nifty All Duration G-Sec Index," 1,321.11",4.05,3.49,3.07,"1,000.00",1.25,"1,000.00"
876,Aditya Birla SL Pure Value Fund(G), Equity - Value Fund, Open ended, NIFTY 500 - TRI, 73.68,2.99,16.25,2.32,"1,000.00",2.03,"1,000.00"
877,Aditya Birla SL Pure Value Fund(IDCW), Equity - Value Fund, Open ended, NIFTY 500 - TRI, 29.88,2.99,16.25,2.31,"1,000.00",2.03,"1,000.00"
878,Invesco India Gilt Fund(Q-IDCW), Debt - Gilt Fund, Open ended, Nifty All Duration G-Sec Index," 1,069.33",4.05,3.49,2.77,"1,000.00",1.25,"1,000.00"
879,PGIM India Ultra Short Duration Fund(DD-IDCW), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index, 10.02,5.48,4.61,4.31,"5,000.00",0.84,"1,000.00"
880,Bank of India Liquid Fund-Reg(G), Debt - Liquid Fund, Open ended, N/A," 2,546.16",5.29,4.16,5.21,"5,000.00",0.22,N/A
881,Bank of India Liquid Fund-Reg(DD-IDCW), Debt - Liquid Fund, Open ended, N/A," 1,002.11",5.29,4.09,4.41,"5,000.00",0.22,N/A
882,Bank of India Liquid Fund-Reg(W-IDCW), Debt - Liquid Fund, Open ended, N/A," 1,001.81",5.29,4.12,4.42,"5,000.00",0.22,N/A
883,PGIM India Ultra Short Duration Fund(G), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index, 29.13,5.48,4.61,4.38,"5,000.00",0.84,"1,000.00"
884,PGIM India Ultra Short Duration Fund(W-IDCW), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index, 10.09,5.51,4.61,4.32,"5,000.00",0.84,"1,000.00"
885,UTI Ultra Short Term Fund-Reg(DD-IDCW), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index," 1,046.15",5.51,4.55,5.29,"20,000.00",0.96,"1,000.00"
886,Nippon India Gilt Securities Fund(G), Debt - Gilt Fund, Open ended, CRISIL Dynamic Gilt Index, 31.77,5.93,2.48,4.17,"5,000.00",1.57,"1,000.00"
887,Nippon India Gilt Securities Fund(M-IDCW), Debt - Gilt Fund, Open ended, CRISIL Dynamic Gilt Index, 10.57,5.93,2.48,3.96,"5,000.00",1.57,"1,000.00"
888,Invesco India Gilt Fund(A-IDCW), Debt - Gilt Fund, Open ended, Nifty All Duration G-Sec Index," 1,163.78",4.03,3.54,2.34,"1,000.00",1.25,"1,000.00"
889,PGIM India Ultra Short Duration Fund(M-IDCW), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index, 12.58,5.48,4.61,4.25,"5,000.00",0.84,"1,000.00"
890,Baroda BNP Paribas Corp Bond Fund(G), Debt - Corporate Bond Fund, Open ended, CRISIL Corporate Bond Index, 22.73,4.86,1.96,4.04,"5,000.00",0.64,"1,000.00"
891,Bank of India Short Term Income Fund-Reg(G), Debt - Short Duration Fund, Open ended, N/A, 22.37,18.78,27.19,8.67,"5,000.00",1.06,"1,000.00"
892,Bank of India Short Term Income Fund-Reg(M-IDCW), Debt - Short Duration Fund, Open ended, N/A, 11.48,18.78,27.19,8.67,"5,000.00",1.06,"1,000.00"
893,Bank of India Short Term Income Fund-Reg(Q-IDCW), Debt - Short Duration Fund, Open ended, N/A, 11.31,18.78,27.19,8.67,"5,000.00",1.06,"1,000.00"
894,Aditya Birla SL Dynamic Bond Fund-Reg(M-IDCW), Debt - Dynamic Bond, Open ended, NIFTY Composite Debt Index, 10.41,5.09,6.34,6.24,"1,000.00",1.19,"1,000.00"
895,LIC MF Savings Fund(W-IDCW), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index, 11.54,5.06,4.07,4.75,"5,000.00",0.83,"1,000.00"
896,LIC MF Savings Fund(DD-IDCW), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index, 10.64,5.03,4.41,4.82,"5,000.00",0.83,"1,000.00"
897,Nippon India Equity Hybrid Fund(IDCW), Hybrid - Aggressive Hybrid Fund, Open ended, CRISIL Hybrid 35+65 - Aggressive Index, 21.50,5.70,9.08,4.84,"1,000.00",2.05,"1,000.00"
898,Nippon India Credit Risk Fund(Q-IDCW), Debt - Credit Risk Fund, Open ended, NIFTY Credit Risk Bond Index, 12.76,5.54,3.81,3.53,"1,000.00",1.61,"1,000.00"
899,Baroda BNP Paribas Corp Bond Fund(M-IDCW), Debt - Corporate Bond Fund, Open ended, CRISIL Corporate Bond Index, 10.10,4.87,1.97,3.71,"5,000.00",0.64,"1,000.00"
900,HSBC Credit Risk Fund-Reg(G), Debt - Credit Risk Fund, Open ended, NIFTY Credit Risk Bond Index, 24.37,5.41,3.59,4.29,"5,000.00",1.66,"1,000.00"
901,HSBC Credit Risk Fund-Reg(M-IDCW), Debt - Credit Risk Fund, Open ended, NIFTY Credit Risk Bond Index, 10.18,5.41,3.59,4.20,"5,000.00",1.66,"1,000.00"
902,Baroda BNP Paribas Corp Bond Fund(Q-IDCW), Debt - Corporate Bond Fund, Open ended, CRISIL Corporate Bond Index, 10.19,4.87,1.97,4.02,"5,000.00",0.64,"1,000.00"
903,Baroda BNP Paribas Corp Bond Fund(A-IDCW), Debt - Corporate Bond Fund, Open ended, CRISIL Corporate Bond Index, 10.76,4.87,1.96,4.02,"5,000.00",0.64,"1,000.00"
904,UTI Dynamic Bond Fund-Reg(G), Debt - Dynamic Bond, Open ended, CRISIL Dynamic Debt Index, 25.90,5.04,10.85,9.10,"1,000.00",1.54,"1,000.00"
905,UTI Dynamic Bond Fund-Reg(Q-IDCW), Debt - Dynamic Bond, Open ended, CRISIL Dynamic Debt Index, 14.10,5.04,10.85,9.10,"20,000.00",1.54,"1,000.00"
906,IDBI Ultra ST(G), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index," 2,353.10",5.86,4.85,4.48,"5,000.00",0.44,"1,000.00"
907,IDBI Ultra ST(DD-IDCW), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index," 1,017.01",5.86,4.85,4.42,"5,000.00",0.44,"1,000.00"
908,IDBI Ultra ST(W-IDCW), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index," 1,096.37",5.86,4.85,4.43,"5,000.00",0.44,"1,000.00"
909,IDBI Ultra ST(M-IDCW), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index," 1,120.82",5.86,4.85,4.44,"5,000.00",0.44,"1,000.00"
910,Aditya Birla SL Low Duration Fund(DD-IDCW), Debt - Low Duration Fund, Open ended, NIFTY Low Duration Debt Index, 100.00,5.44,4.50,4.88,"1,000.00",1.22,"1,000.00"
911,HSBC Aggressive Hybrid Fund-Reg(G), Hybrid - Aggressive Hybrid Fund, Open ended, NIFTY 50 Hybrid Composite Debt 65:35 Index, 36.72,-0.77,9.55,6.89,"5,000.00",1.89,"1,000.00"
912,HSBC Low Duration Fund-Reg(G), Debt - Low Duration Fund, Open ended, NIFTY Low Duration Debt Index, 23.84,5.25,4.25,4.53,"5,000.00",0.91,"1,000.00"
913,HSBC Low Duration Fund-Reg(IDCW), Debt - Low Duration Fund, Open ended, NIFTY Low Duration Debt Index, 10.37,5.25,4.25,4.43,"5,000.00",0.91,"1,000.00"
914,Nippon India Ultra Short Duration Fund(M-IDCW), Debt - Ultra Short Duration Fund, Open ended, NIFTY Ultra Short Duration Debt Index," 1,015.07",5.58,4.79,5.61,"1,000.00",1.18,"1,000.00"
915,Nippon India Gold Savings Fund(G), FoFs (Domestic / Overseas ) - Gold, Open ended, Gold-India, 22.43,12.26,9.92,11.41,"1,000.00",0.37,"1,000.00"
916,Nippon India Gold Savings Fund(IDCW), FoFs (Domestic / Overseas ) - Gold, Open ended, Gold-India, 22.43,12.26,9.92,11.41,"1,000.00",0.37,"1,000.00"
917,Union Liquid Fund(G), Debt - Liquid Fund, Open ended, N/A," 2,129.93",5.23,4.20,4.48,"5,000.00",0.17,"2,000.00"
918,Union Liquid Fund(DD-IDCW), Debt - Liquid Fund, Open ended, N/A," 1,000.79",5.23,4.11,3.87,"5,000.00",0.17,"1,000.00"
